,date,link,username,tweet,like,retweet,reply,qrt
0,2021-07-29 23:53:51+00:00,https://twitter.com/Andriansyah0023/status/1420895375150305280,Andriansyah0023,"Aku punya harapan, namun takut dikecewakan. Kini aku sudah membuat keputusan, yang memberi kesempatan duluan itu yang diutamakan. Kesempatan tidak datang dua kali💪🏻 sekolah eksportir #sekolaheksportir #MSIB https://t.co/obc6GTVEIc",1,0,1,0
1,2021-07-29 16:34:12+00:00,https://twitter.com/wifeofminhoo/status/1420784735735799812,wifeofminhoo,"giliran uda lolos msib malah dilema:""",0,0,0,0
2,2021-07-29 15:21:19+00:00,https://twitter.com/sogorjesbby/status/1420766395424411651,sogorjesbby,"msib, kmmi, futureskill fisipol ugm emg hobi bgt ngegantung org ya:"")",0,0,0,0
3,2021-07-29 15:11:37+00:00,https://twitter.com/awchel1/status/1420763952867274761,awchel1,@jaemminnie 500 msib loh KAKWKWKWKWKWKWKWKWKW https://t.co/E8SnMulIxr,0,0,0,1
4,2021-07-28 19:45:06+00:00,https://twitter.com/6feett/status/1420470388656459776,6feett,@damnuknowme @leisurenebula @collegemenfess msib buksn,0,0,1,0
5,2021-07-28 19:21:39+00:00,https://twitter.com/byhzlnut/status/1420464489468628997,byhzlnut,"@collegemenfess MAU NGASIH TAU

Bagi yg msh ditahapan dalam seleksi (blm dinterview ato tes) jgn berkecil hati klo blm ada panggilan, ini msh tgl 29 msh ada kesempatan krn seleksi ditutup tgl 7 agustus. Yuk yuk semangatt pejuang MSIB",4,0,1,0
6,2021-07-28 16:15:36+00:00,https://twitter.com/vepnti/status/1420417665970044929,vepnti,@JapanMerchFess Kaguya sama msib 1000k,0,0,2,1
7,2021-07-28 01:51:28+00:00,https://twitter.com/shinstoshii/status/1420200201180962817,shinstoshii,"@JapanMerchFess Tergantung versi apa, tapi yang 799 msib kemarin dapet cuma 547k",0,0,0,0
8,2021-07-27 17:02:00+00:00,https://twitter.com/LegalTechTalent/status/1420066957894815745,LegalTechTalent,"We are proud to share that our president, David A. Netzer, MSIB, eDEx, has just earned his #eDiscovery Executive certification from @acedsonline! Congrats, David!

Read the full press release here: https://t.co/Wfb2cEbsEx https://t.co/O5KVpZjgyk",1,0,0,0
9,2021-07-27 08:18:55+00:00,https://twitter.com/chlexny/status/1419935315830083584,chlexny,"dia ngirim nendo hinata 461 tp bukan yg gw beli, yg gw beli malah dijual😃😃😃😃😃😃😃 dia ngirim nendo hinata 461 tp bekas, sedangkan yg gw beli msib",0,0,0,0
10,2021-07-27 04:40:59+00:00,https://twitter.com/CapcaTweet/status/1419880474693021710,CapcaTweet,"USCG MSIB: COVID-19 – Spotlight on the Mental Health of Mariners: 
https://t.co/Ee2pm2A5ze",0,0,0,0
11,2021-07-27 02:48:16+00:00,https://twitter.com/sbyfess/status/1419852107209838597,sbyfess,"-rek ada yg pernah atau berencana magang di MSIB/PMMB Kampus Merdeka Kah? Like / rep aja, aku mo nanya2 nih
Makasih yg udah mau jawab",3,0,1,0
12,2021-07-26 16:16:02+00:00,https://twitter.com/telyufess/status/1419693000788111365,telyufess,Telyu! Ada yang daftar MSIB? Kaprodi kalian setuju konversi 20 sks ngga?,1,0,1,0
13,2021-07-26 11:35:03+00:00,https://twitter.com/JapanMerchFess/status/1419622290090643458,JapanMerchFess,"!lapakjpwta nendo suga msib 890k kotor, ada slight defect di box nya. Y/n?",1,0,5,0
14,2021-07-26 04:34:37+00:00,https://twitter.com/rimunemi/status/1419516480933097473,rimunemi,@JapanMerchFess gaaa dong. aku kemarin dapet nendo kage oren 500 ready ina msib kok🥺 sabaar aja pasti dapett!!,0,0,1,0
15,2021-07-25 14:41:08+00:00,https://twitter.com/collegemenfess/status/1419306730408714242,collegemenfess,"[cm] mau nanya, yang ikut kampus mengajar 2, upload twibbon itu wajib kah? ga pede bgt kalo msib disuruh upload juga :(",0,0,1,0
16,2021-07-24 20:05:39+00:00,https://twitter.com/charlesabel24/status/1419026008217460736,charlesabel24,"Mwenyekiti wa zamani wa kilichokuwa Chama cha Mpira wa Miguu Tanzania (FAT), Mzee Said El Maamry amefariki usiku huu jijini Dar es Salaam. 

Taarifa zaidi kuhusu msib huo zitatolewa https://t.co/XyUEcqZa18",43,3,3,0
17,2021-07-24 10:18:05+00:00,https://twitter.com/oke_zone/status/1418878143654514693,oke_zone,Kemendikbudristek: Program MSIB Kampus Merdeka Dibuka – Wikan Sakarinto berharap manfaat kedua beasiswa yang masuk Kampus Merdeka Vokasi 2021 ini dapat dirasakan masyarakat. https://t.co/Uf8nAGUpb5 https://t.co/Xgrh6Nfooc,0,0,0,0
18,2021-07-24 07:56:24+00:00,https://twitter.com/Kaion76105336/status/1418842488551481350,Kaion76105336,"【CPU3041】の入力で【どなたでも５％割引＆５％還元】となります！入力で購入品が１０％割引に！(例外あり)

アイハーブでは
iherb CPU3041
ダイエットや美容・美白におすすめのサプリのセールが頻繁にあります

2021年6月の正確な割引情報ですので安心してお使いください MsiB",0,0,0,0
19,2021-07-24 03:48:24+00:00,https://twitter.com/okezonenews/status/1418780077572059137,okezonenews,Mau Ikut Beasiswa MSIB Kampus Merdeka? Ini Syaratnya    #LengkapCepatBeritanya #BeritaTerkini #Kampus #KampusUpdate . https://t.co/rRzYAweyzE,1,0,0,0
20,2021-07-24 03:22:34+00:00,https://twitter.com/okezonenews/status/1418773576430198786,okezonenews,Kemendikbudristek: Program MSIB Kampus Merdeka Dibuka    #LengkapCepatBeritanya #BeritaTerkini #Kampus #KampusUpdate . https://t.co/hOaJbdoi6Z,0,0,0,0
21,2021-07-22 19:55:25+00:00,https://twitter.com/hicmesgulum/status/1418298659083522052,hicmesgulum,@allahsken31 burda msib,1,0,1,0
22,2021-07-22 11:19:00+00:00,https://twitter.com/debongii/status/1418168697059905538,debongii,@secondmoee @Majourns @collegemenfess Kampus merdeka kok. Yg MSIB jg.,0,0,0,0
23,2021-07-22 09:00:59+00:00,https://twitter.com/JapanMerchFess/status/1418133966175932416,JapanMerchFess,!lapakjpwta nendo megumi 890k msib y/n ?,0,0,2,0
24,2021-07-21 15:32:50+00:00,https://twitter.com/lunarstanza/status/1417870190335778819,lunarstanza,@collegemenfess ini boleh digabung sama program MSIB juga ga sih?,0,0,0,0
25,2021-07-21 04:42:14+00:00,https://twitter.com/daydryem/status/1417706458565668865,daydryem,Gue literally nangis liat bangtan keluar negeri kaya... SAFE FLIGHT BOYS. akhirny ngucapin lgi. Ini gue msib nngis,1,0,1,0
26,2021-07-20 16:49:43+00:00,https://twitter.com/mudahdiingatt/status/1417527149947355136,mudahdiingatt,"@JAPANFESS Heh yuzuha msib idup, yuzu jan metong dlu, blm berlayar sama mitsuya :(",0,0,0,0
27,2021-07-20 12:01:59+00:00,https://twitter.com/chayhhen/status/1417454737314643982,chayhhen,@joshuniiy ANE D FTO DOGEN MSIB😡😤,0,0,1,0
