,date,link,username,tweet,like,retweet,reply,qrt
0,2022-12-30 22:00:58+00:00,https://twitter.com/haagwntus/status/1608946271389356032,haagwntus,@telurenak_ anjay nak msib.,0,0,1,0
1,2022-12-30 19:39:40+00:00,https://twitter.com/BJKT1Terpercaya/status/1608910710582697984,BJKT1Terpercaya,"Merah Putih) dan sebagai mitra terfavorit kategori Program Magang dan Studi Independen Bersertifikat (MSIB).

“Momentum KTT G20 kemarin merupakan ajang pembuktian kolaborasi kami mendapat apresiasi yang luar biasa ini. Bulan lalu kami mendapat apresiasi dari",0,0,1,0
2,2022-12-30 17:17:54+00:00,https://twitter.com/keshijae/status/1608875035799990272,keshijae,"PANTESAN gaada lagi, mungkin perusahaan jg sama kek mahasiswa ya, maksimal jd mitra msib 2x doang 😭",0,0,0,0
3,2022-12-30 16:39:34+00:00,https://twitter.com/gimyvngs/status/1608865387462168577,gimyvngs,CV buat msib itu ats friendly atau yg menarik yaaaaaaaaa,0,0,1,0
4,2022-12-30 16:18:54+00:00,https://twitter.com/somaylistrik/status/1608860187942875138,somaylistrik,@UNJmenfess cara bilang apanya? kl di gw dr kaprodi langsung dikasih format surat2 yg diperluin buat msib. Kl mau format surat2nya dm aja,0,0,2,0
5,2022-12-30 16:11:40+00:00,https://twitter.com/daily__d_/status/1608858365324849155,daily__d_,"@vancitymarky @undipmenfess MSIB tu program Kampus Merdeka, Magang dan Studi Independen Bersertifikat",0,0,0,0
6,2022-12-30 16:11:04+00:00,https://twitter.com/daily__d_/status/1608858214824833026,daily__d_,"@_schemering @vancitymarky @undipmenfess Tergantung mitra kayanya, dia juga dapet nilai msib bagus tentunya dengan giat belajar saat msib, gaada yg instan/mudah si emang  wkwkw",0,0,0,0
7,2022-12-30 15:52:42+00:00,https://twitter.com/melovemealoot/status/1608853591900712961,melovemealoot,"@muhraufan Bismillah, Bisa tembus msib atau sekalian Iisma (walau Iisma tuh keknya mimpi banget haha) terus bisa lebih jago nge-freelance, bagus lagi kalo bisa beneran gabung kerja ke studio 🙏🙏",1,0,0,1
8,2022-12-30 15:50:50+00:00,https://twitter.com/perisai_kmfibuh/status/1608853122566492163,perisai_kmfibuh,"Jangan lupa untuk cek platform Kampus Merdeka untuk mendaftar program MSIB angkatan 4 ya! 

Nah buat kalian yang masih bingung apa itu program MSIB, yuk kenalan lebih dekat tentang program MSIB. https://t.co/UN74SFhghq",0,0,0,0
9,2022-12-30 15:50:47+00:00,https://twitter.com/perisai_kmfibuh/status/1608853111191531523,perisai_kmfibuh,Beberapa perusahaan sudah bergabung menjadi mitra MSIB dan sekarang kalian bisa lihat banyak posisi yang ingin kalian lamar di https://t.co/kyL3mNVszs. Mitra-mitra MSIB akan terus bertambah setiap harinya! https://t.co/1I7KkF7HP3,0,0,1,0
